umap_n_components,umap_n_neighbors,umap_min_dist,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_epsilon,n_clusters,n_outliers,outlier_pct,silhouette,dbcv,avg_persistence,score
2,30,0.0,20,1,0.05,3,7,2.681992337164751,0.11908834427595139,0.03408717728429501,0.1297367519224795,0.4761341378807812
2,30,0.0,15,1,0.05,3,7,2.681992337164751,0.11908834427595139,0.03408717728429501,0.15923023379949,0.4761341378807812
2,10,0.05,5,3,0.1,3,0,0.0,0.12168139219284058,0.015536535937255921,0.1740083588228574,0.4744668232038285
2,10,0.05,5,3,0.3,3,0,0.0,0.12168139219284058,0.015536535937255921,0.1740083588228574,0.4744668232038285
2,10,0.05,5,3,0.0,3,0,0.0,0.12168139219284058,0.015536535937255921,0.1740083588228574,0.4744668232038285
2,10,0.05,5,3,0.05,3,0,0.0,0.12168139219284058,0.015536535937255921,0.1740083588228574,0.4744668232038285
2,10,0.05,5,3,0.2,3,0,0.0,0.12168139219284058,0.015536535937255921,0.1740083588228574,0.4744668232038285
2,30,0.1,20,1,0.1,3,5,1.9157088122605364,0.04033071547746658,0.04998001669122509,0.10195018778776625,0.47221019637358896
2,30,0.1,20,1,0.3,3,5,1.9157088122605364,0.04033071547746658,0.04998001669122509,0.10195018778776625,0.47221019637358896
2,30,0.1,20,1,0.05,3,5,1.9157088122605364,0.04033071547746658,0.04998001669122509,0.10195018778776625,0.47221019637358896
2,30,0.1,20,1,0.2,3,5,1.9157088122605364,0.04033071547746658,0.04998001669122509,0.10195018778776625,0.47221019637358896
2,30,0.1,20,1,0.0,3,5,1.9157088122605364,0.04033071547746658,0.04998001669122509,0.10195018778776625,0.47221019637358896
2,30,0.2,15,1,0.0,3,5,1.9157088122605364,0.08263374865055084,0.03285128280264843,0.08415835291147844,0.4717041577941209
2,30,0.2,15,1,0.3,3,5,1.9157088122605364,0.08263374865055084,0.03285128280264843,0.08415835291147844,0.4717041577941209
2,30,0.2,15,1,0.05,3,5,1.9157088122605364,0.08263374865055084,0.03285128280264843,0.08415835291147844,0.4717041577941209
2,30,0.2,15,1,0.1,3,5,1.9157088122605364,0.08263374865055084,0.03285128280264843,0.08415835291147844,0.4717041577941209
2,30,0.2,15,1,0.2,3,5,1.9157088122605364,0.08263374865055084,0.03285128280264843,0.08415835291147844,0.4717041577941209
2,5,0.0,20,1,0.0,5,88,33.71647509578544,0.05559839680790901,0.2967567197796942,0.18195775105799267,0.4696094972414932
2,5,0.0,20,1,0.1,5,88,33.71647509578544,0.05559839680790901,0.2967567197796942,0.18195775105799267,0.4696094972414932
2,5,0.0,20,1,0.05,5,88,33.71647509578544,0.05559839680790901,0.2967567197796942,0.18195775105799267,0.4696094972414932
2,5,0.0,20,1,0.3,5,88,33.71647509578544,0.05559839680790901,0.2967567197796942,0.18195775105799267,0.4696094972414932
2,5,0.0,20,1,0.2,5,88,33.71647509578544,0.05559839680790901,0.2967567197796942,0.18195775105799267,0.4696094972414932
2,20,0.05,15,3,0.2,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.07327357402930455,0.46781535645476674
2,20,0.05,15,3,0.3,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.07327357402930455,0.46781535645476674
2,20,0.05,12,3,0.2,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.1153723252493787,0.46781535645476674
2,20,0.05,12,3,0.3,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.1153723252493787,0.46781535645476674
2,20,0.05,15,3,0.0,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.07327357402930455,0.46781535645476674
2,20,0.05,15,3,0.05,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.07327357402930455,0.46781535645476674
2,20,0.05,15,3,0.1,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.07327357402930455,0.46781535645476674
2,20,0.05,12,3,0.1,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.1153723252493787,0.46781535645476674
2,20,0.05,12,3,0.05,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.1153723252493787,0.46781535645476674
2,20,0.05,12,3,0.0,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.1153723252493787,0.46781535645476674
2,20,0.05,10,3,0.0,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.11757712896516596,0.46781535645476674
2,20,0.05,10,3,0.3,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.11757712896516596,0.46781535645476674
2,20,0.05,10,3,0.05,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.11757712896516596,0.46781535645476674
2,20,0.05,10,3,0.2,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.11757712896516596,0.46781535645476674
2,20,0.05,10,3,0.1,4,27,10.344827586206897,0.07775916159152985,0.11710284347112762,0.11757712896516596,0.46781535645476674
2,10,0.05,12,3,0.3,2,0,0.0,0.15794652700424194,0.03469049507736633,0.3209252739903676,0.4675681770815829
2,10,0.05,10,3,0.0,2,0,0.0,0.15794652700424194,0.03469049507736633,0.26850566477240345,0.4675681770815829
2,10,0.05,10,3,0.1,2,0,0.0,0.15794652700424194,0.03469049507736633,0.26850566477240345,0.4675681770815829
2,10,0.05,8,3,0.2,2,0,0.0,0.15794652700424194,0.03469049507736633,0.25951547893775995,0.4675681770815829
2,10,0.05,8,3,0.0,2,0,0.0,0.15794652700424194,0.03469049507736633,0.25951547893775995,0.4675681770815829
2,10,0.05,8,3,0.05,2,0,0.0,0.15794652700424194,0.03469049507736633,0.25951547893775995,0.4675681770815829
2,10,0.05,8,3,0.1,2,0,0.0,0.15794652700424194,0.03469049507736633,0.25951547893775995,0.4675681770815829
2,10,0.05,8,3,0.3,2,0,0.0,0.15794652700424194,0.03469049507736633,0.25951547893775995,0.4675681770815829
2,10,0.05,12,3,0.0,2,0,0.0,0.15794652700424194,0.03469049507736633,0.3209252739903676,0.4675681770815829
2,10,0.05,15,3,0.2,2,0,0.0,0.15794652700424194,0.03469049507736633,0.2016866343897601,0.4675681770815829
