umap_n_components,umap_n_neighbors,umap_min_dist,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_epsilon,n_clusters,n_outliers,outlier_pct,silhouette,dbcv,avg_persistence,score
2,5,0.0,25,3,0.2,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5500493096617163,0.7973242818604631
2,5,0.0,20,3,0.0,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5527799074287243,0.7973242818604631
2,5,0.0,25,1,0.0,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5434075069363327,0.7973242818604631
2,5,0.0,20,3,0.3,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5527799074287243,0.7973242818604631
2,5,0.0,25,3,0.0,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5500493096617163,0.7973242818604631
2,5,0.0,25,1,0.3,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5434075069363327,0.7973242818604631
2,5,0.0,25,1,0.2,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5434075069363327,0.7973242818604631
2,5,0.0,25,3,0.05,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5500493096617163,0.7973242818604631
2,5,0.0,25,1,0.1,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5434075069363327,0.7973242818604631
2,5,0.0,25,1,0.05,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5434075069363327,0.7973242818604631
2,5,0.0,20,3,0.1,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5527799074287243,0.7973242818604631
2,5,0.0,20,3,0.05,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5527799074287243,0.7973242818604631
2,5,0.0,20,3,0.2,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5527799074287243,0.7973242818604631
2,5,0.0,25,3,0.1,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5500493096617163,0.7973242818604631
2,5,0.0,25,3,0.3,2,0,0.0,0.06844089925289154,0.8926453674313233,0.5500493096617163,0.7973242818604631
2,5,0.0,20,5,0.0,2,0,0.0,0.06844089925289154,0.8599901625118915,0.6164793974663259,0.7842621998926904
2,5,0.0,20,5,0.05,2,0,0.0,0.06844089925289154,0.8599901625118915,0.6164793974663259,0.7842621998926904
2,5,0.0,20,5,0.3,2,0,0.0,0.06844089925289154,0.8599901625118915,0.6164793974663259,0.7842621998926904
2,5,0.0,20,5,0.1,2,0,0.0,0.06844089925289154,0.8599901625118915,0.6164793974663259,0.7842621998926904
2,5,0.0,10,5,0.05,2,0,0.0,0.06844089925289154,0.8599901625118915,0.558902937464506,0.7842621998926904
2,5,0.0,10,5,0.2,2,0,0.0,0.06844089925289154,0.8599901625118915,0.558902937464506,0.7842621998926904
2,5,0.0,8,5,0.3,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5219363778418794,0.7842621998926904
2,5,0.0,8,5,0.2,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5219363778418794,0.7842621998926904
2,5,0.0,8,5,0.1,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5219363778418794,0.7842621998926904
2,5,0.0,20,5,0.2,2,0,0.0,0.06844089925289154,0.8599901625118915,0.6164793974663259,0.7842621998926904
2,5,0.0,10,5,0.0,2,0,0.0,0.06844089925289154,0.8599901625118915,0.558902937464506,0.7842621998926904
2,5,0.0,10,5,0.1,2,0,0.0,0.06844089925289154,0.8599901625118915,0.558902937464506,0.7842621998926904
2,5,0.0,10,5,0.3,2,0,0.0,0.06844089925289154,0.8599901625118915,0.558902937464506,0.7842621998926904
2,5,0.0,15,5,0.2,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5855073728248626,0.7842621998926904
2,5,0.0,25,5,0.0,2,0,0.0,0.06844089925289154,0.8599901625118915,0.6873670721662322,0.7842621998926904
2,5,0.0,15,5,0.1,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5855073728248626,0.7842621998926904
2,5,0.0,8,5,0.0,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5219363778418794,0.7842621998926904
2,5,0.0,12,5,0.05,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5889406676008909,0.7842621998926904
2,5,0.0,12,5,0.3,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5889406676008909,0.7842621998926904
2,5,0.0,8,5,0.05,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5219363778418794,0.7842621998926904
2,5,0.0,12,5,0.0,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5889406676008909,0.7842621998926904
2,5,0.0,25,5,0.3,2,0,0.0,0.06844089925289154,0.8599901625118915,0.6873670721662322,0.7842621998926904
2,5,0.0,25,5,0.2,2,0,0.0,0.06844089925289154,0.8599901625118915,0.6873670721662322,0.7842621998926904
2,5,0.0,25,5,0.1,2,0,0.0,0.06844089925289154,0.8599901625118915,0.6873670721662322,0.7842621998926904
2,5,0.0,25,5,0.05,2,0,0.0,0.06844089925289154,0.8599901625118915,0.6873670721662322,0.7842621998926904
2,5,0.0,15,5,0.0,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5855073728248626,0.7842621998926904
2,5,0.0,15,5,0.05,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5855073728248626,0.7842621998926904
2,5,0.0,12,5,0.2,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5889406676008909,0.7842621998926904
2,5,0.0,12,5,0.1,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5889406676008909,0.7842621998926904
2,5,0.0,5,5,0.3,2,0,0.0,0.06844089925289154,0.8599901625118915,0.4022891054152828,0.7842621998926904
2,5,0.0,5,5,0.2,2,0,0.0,0.06844089925289154,0.8599901625118915,0.4022891054152828,0.7842621998926904
2,5,0.0,15,5,0.3,2,0,0.0,0.06844089925289154,0.8599901625118915,0.5855073728248626,0.7842621998926904
2,5,0.0,5,5,0.05,2,0,0.0,0.06844089925289154,0.8599901625118915,0.4022891054152828,0.7842621998926904
2,5,0.0,5,5,0.1,2,0,0.0,0.06844089925289154,0.8599901625118915,0.4022891054152828,0.7842621998926904
2,5,0.0,5,5,0.0,2,0,0.0,0.06844089925289154,0.8599901625118915,0.4022891054152828,0.7842621998926904
2,5,0.0,8,7,0.0,2,0,0.0,0.06844089925289154,0.8533153366144592,0.5579220310989921,0.7815922695337174
2,5,0.0,12,7,0.3,2,0,0.0,0.06844089925289154,0.8533153366144592,0.5868366535789864,0.7815922695337174
2,5,0.0,5,7,0.05,2,0,0.0,0.06844089925289154,0.8533153366144592,0.506719520551045,0.7815922695337174
2,5,0.0,5,7,0.1,2,0,0.0,0.06844089925289154,0.8533153366144592,0.506719520551045,0.7815922695337174
2,5,0.0,12,7,0.2,2,0,0.0,0.06844089925289154,0.8533153366144592,0.5868366535789864,0.7815922695337174
2,5,0.0,20,7,0.0,2,0,0.0,0.06844089925289154,0.8533153366144592,0.6292147657061795,0.7815922695337174
