umap_n_components,umap_n_neighbors,umap_min_dist,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_epsilon,n_clusters,n_outliers,outlier_pct,silhouette,dbcv,avg_persistence,score
5,15,0.0,10,5,0.0,2,22,19.298245614035086,0.13748759031295776,0.006191144130899947,0.0944965833526912,0.4145031049712335
5,15,0.0,15,5,0.0,2,22,19.298245614035086,0.13748759031295776,0.006191144130899947,0.071671014409498,0.4145031049712335
5,15,0.1,10,5,0.0,2,24,21.052631578947366,0.1370265781879425,0.0005503537126648978,0.0780408436721538,0.40866886505536265
5,15,0.1,15,5,0.0,2,24,21.052631578947366,0.1370265781879425,0.0005503537126648978,0.09894745930601224,0.40866886505536265
